id,Suburb,Street,Start House Number,End House Number,General Waste Day,Recycle / Green Waste Day
6316,GREENSLOPES,MARQUIS ST,10,96,Every THURSDAY,Every Alternative THURSDAY
6317,GREENSLOPES,MERINDA ST,7,47,Every THURSDAY,Every Alternative THURSDAY
6318,GREENSLOPES,MONTAGUE ST,15,31,Every THURSDAY,Every Alternative THURSDAY
6319,GREENSLOPES,MOUNT ST,8,34,Every THURSDAY,Every Alternative THURSDAY
6320,GREENSLOPES,NEWDEGATE ST,9,111,Every THURSDAY,Every Alternative THURSDAY
6321,GREENSLOPES,NICHOLSON ST,1,114,Every THURSDAY,Every Alternative THURSDAY
6322,GREENSLOPES,OKEEFE ST,101,107,Every THURSDAY,Every Alternative THURSDAY
6323,GREENSLOPES,OLD CLEVELAND RD,55,145,Every THURSDAY,Every Alternative THURSDAY
6324,GREENSLOPES,OLD CLEVELAND RD,2,144,Every WEDNESDAY,Every Alternative WEDNESDAY
6325,GREENSLOPES,ORDE ST,7,15,Every THURSDAY,Every Alternative THURSDAY
6326,GREENSLOPES,ORPEN ST,1,19,Every THURSDAY,Every Alternative THURSDAY
6327,GREENSLOPES,PALMER ST,8,38,Every THURSDAY,Every Alternative THURSDAY
6328,GREENSLOPES,PANITYA ST,8,52,Every WEDNESDAY,Every Alternative WEDNESDAY
6329,GREENSLOPES,PEACH ST,1,106,Every THURSDAY,Every Alternative THURSDAY
6330,GREENSLOPES,PEAR ST,5,101,Every THURSDAY,Every Alternative THURSDAY
6331,GREENSLOPES,PINE ST,2,16,Every THURSDAY,Every Alternative THURSDAY
6332,GREENSLOPES,PLIMSOLL ST,7,116,Every THURSDAY,Every Alternative THURSDAY
6333,GREENSLOPES,REGINA ST,7,17,Every THURSDAY,Every Alternative THURSDAY
6334,GREENSLOPES,RIALTO ST,33,111,Every THURSDAY,Every Alternative THURSDAY
6335,GREENSLOPES,RIDGE ST,8,140,Every THURSDAY,Every Alternative THURSDAY
6336,GREENSLOPES,ROBERTSON AVE,3,35,Every THURSDAY,Every Alternative THURSDAY
6337,GREENSLOPES,ROSEGLEN ST,1,65,Every THURSDAY,Every Alternative THURSDAY
6338,GREENSLOPES,ROWSLEY ST,2,27,Every THURSDAY,Every Alternative THURSDAY
6339,GREENSLOPES,SACKVILLE ST,16,166,Every THURSDAY,Every Alternative THURSDAY
6340,GREENSLOPES,SODEN ST,1,11,Every THURSDAY,Every Alternative THURSDAY
6341,GREENSLOPES,SOUTH EAST FRWY,1001,1001,Every FRIDAY,Every Alternative FRIDAY
6342,GREENSLOPES,SOUTH EAST FRWY,1001,1001,Every THURSDAY,Every Alternative THURSDAY
6343,GREENSLOPES,SOUTH EAST FRWY,1001,1001,Every WEDNESDAY,Every Alternative WEDNESDAY
6344,GREENSLOPES,STONEHAM ST,10,33,Every THURSDAY,Every Alternative THURSDAY
6345,GREENSLOPES,SUSAN ST,1,22,Every THURSDAY,Every Alternative THURSDAY
6346,GREENSLOPES,THOMAS ST,2,70,Every THURSDAY,Every Alternative THURSDAY
6347,GREENSLOPES,THOMSON ST,10,41,Every THURSDAY,Every Alternative THURSDAY
6348,GREENSLOPES,THRUSHTON ST,4,18,Every THURSDAY,Every Alternative THURSDAY
6349,GREENSLOPES,TINY ST,8,20,Every THURSDAY,Every Alternative THURSDAY
6350,GREENSLOPES,TOOHEY AVE,12,16,Every THURSDAY,Every Alternative THURSDAY
6351,GREENSLOPES,VERA ST,11,43,Every THURSDAY,Every Alternative THURSDAY
6352,GREENSLOPES,VICTORIA TCE,69,96,Every THURSDAY,Every Alternative THURSDAY
6353,GREENSLOPES,VINE ST,10,40,Every THURSDAY,Every Alternative THURSDAY
6354,GREENSLOPES,WILPUNDA ST,8,9,Every WEDNESDAY,Every Alternative WEDNESDAY
6355,GREENSLOPES,WYLMA ST,7,15,Every THURSDAY,Every Alternative THURSDAY
6356,GREENSLOPES,ZILLAH ST,5,16,Every THURSDAY,Every Alternative THURSDAY
6357,GUMDALE,ARCHER ST,55,203,Every MONDAY,Every Alternative MONDAY
6358,GUMDALE,ERMELO RD,2,69,Every MONDAY,Every Alternative MONDAY
6359,GUMDALE,ERMELO RD,58,58,Every TUESDAY,Every Alternative TUESDAY
6360,GUMDALE,FEATHERTAIL PL,1,51,Every MONDAY,Every Alternative MONDAY
6361,GUMDALE,FORMOSA RD,152,727,Every MONDAY,Every Alternative MONDAY
6362,GUMDALE,GARDENIA PL,3,36,Every MONDAY,Every Alternative MONDAY
6363,GUMDALE,GRASSDALE RD,235,863,Every MONDAY,Every Alternative MONDAY
6364,GUMDALE,JUDD ST,7,27,Every MONDAY,Every Alternative MONDAY
6365,GUMDALE,LONDON RD,220,678,Every MONDAY,Every Alternative MONDAY
6366,GUMDALE,LONDON RD,216,216,Every TUESDAY,Every Alternative TUESDAY
6367,GUMDALE,MCMULLAN CL,2,14,Every MONDAY,Every Alternative MONDAY
6368,GUMDALE,NEW CLEVELAND RD,519,1257,Every MONDAY,Every Alternative MONDAY
6369,GUMDALE,RYMERA CRES,2,68,Every MONDAY,Every Alternative MONDAY
6370,GUMDALE,STANBROUGH RD,25,252,Every MONDAY,Every Alternative MONDAY
6371,GUMDALE,STANBROUGH RD,87,255,Every TUESDAY,Every Alternative TUESDAY
6372,GUMDALE,TANGLEWOOD ST,3,15,Every MONDAY,Every Alternative MONDAY
6373,GUMDALE,TERRALDON CRCT,1,23,Every MONDAY,Every Alternative MONDAY
6374,GUMDALE,TILLEY RD,277,511,Every MONDAY,Every Alternative MONDAY
6375,GUMDALE,WATTLE PL,20,61,Every MONDAY,Every Alternative MONDAY
6376,GUMDALE,WILSON PL,1,20,Every MONDAY,Every Alternative MONDAY
6377,HAMILTON,ALLEN ST,7,193,Every WEDNESDAY,Every Alternative WEDNESDAY
6378,HAMILTON,ANNIE ST,1,48,Every WEDNESDAY,Every Alternative WEDNESDAY
6379,HAMILTON,ANTHONY ST,9,67,Every WEDNESDAY,Every Alternative WEDNESDAY
6380,HAMILTON,ARRAN AVE,3,35,Every WEDNESDAY,Every Alternative WEDNESDAY
6381,HAMILTON,ATKINSON ST,8,27,Every WEDNESDAY,Every Alternative WEDNESDAY
6382,HAMILTON,BALOWRIE ST,14,42,Every WEDNESDAY,Every Alternative WEDNESDAY
6383,HAMILTON,CASTLETON ST,5,18,Every WEDNESDAY,Every Alternative WEDNESDAY
6384,HAMILTON,CHARLTON ST,1,19,Every WEDNESDAY,Every Alternative WEDNESDAY
6385,HAMILTON,CIRCE ST,4,14,Every WEDNESDAY,Every Alternative WEDNESDAY
6386,HAMILTON,COLLEGE ST,10,60,Every WEDNESDAY,Every Alternative WEDNESDAY
6387,HAMILTON,COMUS ST,5,15,Every WEDNESDAY,Every Alternative WEDNESDAY
6388,HAMILTON,COOKSLEY ST,11,69,Every WEDNESDAY,Every Alternative WEDNESDAY
6389,HAMILTON,CRESCENT RD,1,136,Every WEDNESDAY,Every Alternative WEDNESDAY
6390,HAMILTON,CROSBY RD,117,155,Every WEDNESDAY,Every Alternative WEDNESDAY
6391,HAMILTON,CZAR ST,5,17,Every WEDNESDAY,Every Alternative WEDNESDAY
6392,HAMILTON,DAY ST,4,6,Every WEDNESDAY,Every Alternative WEDNESDAY
6393,HAMILTON,DICKSON TCE,1,49,Every WEDNESDAY,Every Alternative WEDNESDAY
6394,HAMILTON,EBLIN DR,3,39,Every WEDNESDAY,Every Alternative WEDNESDAY
6395,HAMILTON,ELDERNELL TCE,1,66,Every WEDNESDAY,Every Alternative WEDNESDAY
6396,HAMILTON,GOLDSWORTHY AVE,2,23,Every WEDNESDAY,Every Alternative WEDNESDAY
6397,HAMILTON,GRAYS RD,2,50,Every WEDNESDAY,Every Alternative WEDNESDAY
6398,HAMILTON,HANTS ST,7,59,Every WEDNESDAY,Every Alternative WEDNESDAY
6399,HAMILTON,HARBOUR RD,17,45,Every WEDNESDAY,Every Alternative WEDNESDAY
6400,HAMILTON,HERCULES ST,1,51,Every WEDNESDAY,Every Alternative WEDNESDAY
6401,HAMILTON,HILDA ST,10,38,Every WEDNESDAY,Every Alternative WEDNESDAY
6402,HAMILTON,HILLSIDE CRES,6,103,Every WEDNESDAY,Every Alternative WEDNESDAY
6403,HAMILTON,HIPWOOD RD,4,70,Every WEDNESDAY,Every Alternative WEDNESDAY
6404,HAMILTON,HUNT ST,8,26,Every WEDNESDAY,Every Alternative WEDNESDAY
6405,HAMILTON,JACKSON ST,4,113,Every WEDNESDAY,Every Alternative WEDNESDAY
6406,HAMILTON,JOYNT ST,3,49,Every WEDNESDAY,Every Alternative WEDNESDAY
6407,HAMILTON,KENT ST,9,88,Every WEDNESDAY,Every Alternative WEDNESDAY
6408,HAMILTON,KILLARA AVE,7,50,Every WEDNESDAY,Every Alternative WEDNESDAY
6409,HAMILTON,KINGSFORD SMITH DR,79,736,Every WEDNESDAY,Every Alternative WEDNESDAY
6410,HAMILTON,LANGSIDE RD,1,74,Every WEDNESDAY,Every Alternative WEDNESDAY
6411,HAMILTON,LAWES ST,2,19,Every WEDNESDAY,Every Alternative WEDNESDAY
6412,HAMILTON,LEXINGTON TCE,1,10,Every WEDNESDAY,Every Alternative WEDNESDAY
6413,HAMILTON,LUDLOW ST,5,29,Every WEDNESDAY,Every Alternative WEDNESDAY
6414,HAMILTON,LYNELL ST,1,37,Every WEDNESDAY,Every Alternative WEDNESDAY
6415,HAMILTON,MARKWELL ST,6,84,Every WEDNESDAY,Every Alternative WEDNESDAY
6416,HAMILTON,MASSEY ST,74,102,Every WEDNESDAY,Every Alternative WEDNESDAY
6417,HAMILTON,MIKADO ST,2,34,Every WEDNESDAY,Every Alternative WEDNESDAY
6418,HAMILTON,MULLENS ST,3,35,Every WEDNESDAY,Every Alternative WEDNESDAY
6419,HAMILTON,NUDGEE RD,16,113,Every WEDNESDAY,Every Alternative WEDNESDAY
6420,HAMILTON,OXFORD ST,3,71,Every WEDNESDAY,Every Alternative WEDNESDAY
6421,HAMILTON,PERRY ST,6,30,Every WEDNESDAY,Every Alternative WEDNESDAY
6422,HAMILTON,PINE ST,6,47,Every WEDNESDAY,Every Alternative WEDNESDAY
6423,HAMILTON,PROSPECT TCE,2,29,Every WEDNESDAY,Every Alternative WEDNESDAY
6424,HAMILTON,QUARRY ST,3,30,Every WEDNESDAY,Every Alternative WEDNESDAY
6425,HAMILTON,QUEENS RD,5,71,Every WEDNESDAY,Every Alternative WEDNESDAY
6426,HAMILTON,RACECOURSE RD,15,76,Every WEDNESDAY,Every Alternative WEDNESDAY
6427,HAMILTON,REMORA RD,7,40,Every WEDNESDAY,Every Alternative WEDNESDAY
6428,HAMILTON,RIVERVIEW TCE,5,77,Every WEDNESDAY,Every Alternative WEDNESDAY
6429,HAMILTON,ROSSITER PDE,1,40,Every WEDNESDAY,Every Alternative WEDNESDAY
6430,HAMILTON,ROYAL TCE,8,56,Every WEDNESDAY,Every Alternative WEDNESDAY
6431,HAMILTON,SEYMOUR RD,5,30,Every WEDNESDAY,Every Alternative WEDNESDAY
6432,HAMILTON,SPARKES AVE,7,43,Every WEDNESDAY,Every Alternative WEDNESDAY
6433,HAMILTON,TOORAK RD,12,62,Every WEDNESDAY,Every Alternative WEDNESDAY
6434,HAMILTON,WHYENBAH ST,7,30,Every WEDNESDAY,Every Alternative WEDNESDAY
6435,HAMILTON,WINCHESTER ST,6,76,Every WEDNESDAY,Every Alternative WEDNESDAY
6436,HAMILTON,WINDERMERE RD,1,146,Every WEDNESDAY,Every Alternative WEDNESDAY
6437,HAMILTON,WINDSOR ST,6,56,Every WEDNESDAY,Every Alternative WEDNESDAY
6438,HAMILTON,YORK ST,6,28,Every WEDNESDAY,Every Alternative WEDNESDAY
6439,HAWTHORNE,AARON AVE,10,50,Every TUESDAY,Every Alternative TUESDAY
6440,HAWTHORNE,AMY ST,7,100,Every TUESDAY,Every Alternative TUESDAY
6441,HAWTHORNE,BALMORAL ST,5,81,Every TUESDAY,Every Alternative TUESDAY
6442,HAWTHORNE,BARTON RD,8,186,Every TUESDAY,Every Alternative TUESDAY
6443,HAWTHORNE,BARTON ST,4,33,Every TUESDAY,Every Alternative TUESDAY
6444,HAWTHORNE,BEATRICE ST,5,72,Every TUESDAY,Every Alternative TUESDAY
6445,HAWTHORNE,BILLINGTON ST,8,12,Every TUESDAY,Every Alternative TUESDAY
6446,HAWTHORNE,BIRKAI ST,10,10,Every TUESDAY,Every Alternative TUESDAY
6447,HAWTHORNE,BLACKHEATH AVE,1,24,Every TUESDAY,Every Alternative TUESDAY
6448,HAWTHORNE,CAWMORE RD,9,20,Every TUESDAY,Every Alternative TUESDAY
6449,HAWTHORNE,COVENTRY ST,8,104,Every TUESDAY,Every Alternative TUESDAY
6450,HAWTHORNE,DICKSON ST,11,11,Every TUESDAY,Every Alternative TUESDAY
6451,HAWTHORNE,DOVER ST,2,92,Every TUESDAY,Every Alternative TUESDAY
6452,HAWTHORNE,DUTTON ST,11,76,Every TUESDAY,Every Alternative TUESDAY
6453,HAWTHORNE,ELLIOTT ST,2,111,Every TUESDAY,Every Alternative TUESDAY
6454,HAWTHORNE,EXETER ST,8,28,Every TUESDAY,Every Alternative TUESDAY
6455,HAWTHORNE,FORBES ST,7,88,Every TUESDAY,Every Alternative TUESDAY
6456,HAWTHORNE,GORDON ST,4,112,Every TUESDAY,Every Alternative TUESDAY
6457,HAWTHORNE,GOULBURN ST,7,26,Every TUESDAY,Every Alternative TUESDAY
6458,HAWTHORNE,GOVETT AVE,1,22,Every TUESDAY,Every Alternative TUESDAY
6459,HAWTHORNE,HARRIS ST,7,84,Every TUESDAY,Every Alternative TUESDAY
6460,HAWTHORNE,HAWTHORNE RD,2,388,Every TUESDAY,Every Alternative TUESDAY
6461,HAWTHORNE,JENOLAN AVE,4,52,Every TUESDAY,Every Alternative TUESDAY
6462,HAWTHORNE,KATOOMBA AVE,9,47,Every TUESDAY,Every Alternative TUESDAY
6463,HAWTHORNE,LEURA AVE,1,71,Every TUESDAY,Every Alternative TUESDAY
6464,HAWTHORNE,LEURA TCE,4,38,Every TUESDAY,Every Alternative TUESDAY
6465,HAWTHORNE,LINDSAY ST,7,112,Every TUESDAY,Every Alternative TUESDAY
6466,HAWTHORNE,MALCOLM ST,3,117,Every TUESDAY,Every Alternative TUESDAY
6467,HAWTHORNE,MCDONALD ST,7,53,Every TUESDAY,Every Alternative TUESDAY
6468,HAWTHORNE,MILES ST,7,81,Every TUESDAY,Every Alternative TUESDAY
6469,HAWTHORNE,MULLENS ST,10,39,Every TUESDAY,Every Alternative TUESDAY
6470,HAWTHORNE,OAK ST,1,40,Every TUESDAY,Every Alternative TUESDAY
6471,HAWTHORNE,ORCHARD ST,8,48,Every TUESDAY,Every Alternative TUESDAY
6472,HAWTHORNE,PARK ST,3,45,Every TUESDAY,Every Alternative TUESDAY
6473,HAWTHORNE,PHILIP ST,4,113,Every TUESDAY,Every Alternative TUESDAY
6474,HAWTHORNE,PURCELL LANE,3,10,Every TUESDAY,Every Alternative TUESDAY
6475,HAWTHORNE,RIDING RD,5,147,Every TUESDAY,Every Alternative TUESDAY
6476,HAWTHORNE,SCOTT ST,1,26,Every TUESDAY,Every Alternative TUESDAY
6477,HAWTHORNE,STEWART ST,3,45,Every TUESDAY,Every Alternative TUESDAY
6478,HAWTHORNE,UHLMANN RD,4,80,Every TUESDAY,Every Alternative TUESDAY
6479,HAWTHORNE,VIRGINIA AVE,1,190,Every TUESDAY,Every Alternative TUESDAY
6480,HAWTHORNE,WALDO ST,39,39,Every TUESDAY,Every Alternative TUESDAY
6481,HAWTHORNE,WYNNUM RD,172,408,Every TUESDAY,Every Alternative TUESDAY
6482,HEATHWOOD,ACACIA ST,3,31,Every THURSDAY,Every Alternative THURSDAY
6483,HEATHWOOD,ASPEN ST,7,43,Every THURSDAY,Every Alternative THURSDAY
6484,HEATHWOOD,BEECH ST,1,7,Every THURSDAY,Every Alternative THURSDAY
6485,HEATHWOOD,BIGNONIA CL,1,16,Every THURSDAY,Every Alternative THURSDAY
6486,HEATHWOOD,BIRCH CL,3,16,Every THURSDAY,Every Alternative THURSDAY
6487,HEATHWOOD,BLUNDER RD,1312,1606,Every THURSDAY,Every Alternative THURSDAY
6488,HEATHWOOD,BOTTLEBRUSH ST,1,41,Every THURSDAY,Every Alternative THURSDAY
6489,HEATHWOOD,BOXWOOD CL,1,9,Every THURSDAY,Every Alternative THURSDAY
6490,HEATHWOOD,BRUSH BOX PL,10,52,Every THURSDAY,Every Alternative THURSDAY
6491,HEATHWOOD,CALLISTEMON ST,1,21,Every THURSDAY,Every Alternative THURSDAY
6492,HEATHWOOD,CASUARINA CRCT,2,67,Every THURSDAY,Every Alternative THURSDAY
6493,HEATHWOOD,COOLIBAH ST,1,22,Every THURSDAY,Every Alternative THURSDAY
6494,HEATHWOOD,CYPRESS ST,3,26,Every THURSDAY,Every Alternative THURSDAY
6495,HEATHWOOD,DAMSON ST,4,6,Every THURSDAY,Every Alternative THURSDAY
6496,HEATHWOOD,DOMATIA ST,2,21,Every THURSDAY,Every Alternative THURSDAY
6497,HEATHWOOD,ELM PL,4,24,Every THURSDAY,Every Alternative THURSDAY
6498,HEATHWOOD,EUCALYPTUS ST,3,14,Every THURSDAY,Every Alternative THURSDAY
6499,HEATHWOOD,FALKLAND ST,12,121,Every THURSDAY,Every Alternative THURSDAY
6500,HEATHWOOD,GARDENIA CRCT,2,66,Every THURSDAY,Every Alternative THURSDAY
6501,HEATHWOOD,GEIJERA CL,2,8,Every THURSDAY,Every Alternative THURSDAY
6502,HEATHWOOD,HAZEL ST,1,8,Every THURSDAY,Every Alternative THURSDAY
6503,HEATHWOOD,IRONBARK PL,7,35,Every THURSDAY,Every Alternative THURSDAY
6504,HEATHWOOD,JUNIPER ST,1,77,Every THURSDAY,Every Alternative THURSDAY
6505,HEATHWOOD,KURRAJONG ST,1,7,Every THURSDAY,Every Alternative THURSDAY
6506,HEATHWOOD,LAUREL ST,3,103,Every THURSDAY,Every Alternative THURSDAY
6507,HEATHWOOD,LILLY PILLY ST,3,15,Every THURSDAY,Every Alternative THURSDAY
6508,HEATHWOOD,MELALEUCA ST,8,20,Every THURSDAY,Every Alternative THURSDAY
6509,HEATHWOOD,MORETON ST,16,88,Every THURSDAY,Every Alternative THURSDAY
6510,HEATHWOOD,NOOSA ST,9,82,Every THURSDAY,Every Alternative THURSDAY
6511,HEATHWOOD,OAK ST,7,35,Every THURSDAY,Every Alternative THURSDAY
6512,HEATHWOOD,PAPERBARK CRES,1,65,Every THURSDAY,Every Alternative THURSDAY
6513,HEATHWOOD,PARKWOOD DR,33,140,Every THURSDAY,Every Alternative THURSDAY
6514,HEATHWOOD,ROWAN ST,1,17,Every THURSDAY,Every Alternative THURSDAY
6515,HEATHWOOD,SANDALWOOD ST,1,46,Every THURSDAY,Every Alternative THURSDAY
6516,HEATHWOOD,SPOTTED GUM ST,1,30,Every THURSDAY,Every Alternative THURSDAY
6517,HEATHWOOD,STAPYLTON RD,15,408,Every THURSDAY,Every Alternative THURSDAY
6518,HEATHWOOD,STEELWOOD ST,3,99,Every THURSDAY,Every Alternative THURSDAY
6519,HEATHWOOD,STRADBROKE ST,2,174,Every THURSDAY,Every Alternative THURSDAY
6520,HEATHWOOD,STRINGYBARK PL,17,26,Every THURSDAY,Every Alternative THURSDAY
6521,HEATHWOOD,TEA TREE ST,1,12,Every THURSDAY,Every Alternative THURSDAY
6522,HEATHWOOD,TOORWOOD ST,1,21,Every THURSDAY,Every Alternative THURSDAY
6523,HEATHWOOD,WADEVILLE ST,34,407,Every THURSDAY,Every Alternative THURSDAY
6524,HEATHWOOD,WATERGUM ST,3,20,Every THURSDAY,Every Alternative THURSDAY
6525,HEATHWOOD,WATTLE ST,3,9,Every THURSDAY,Every Alternative THURSDAY
6526,HEATHWOOD,WILLOW PL,6,18,Every THURSDAY,Every Alternative THURSDAY
6527,HEATHWOOD,WIREWOOD PL,3,29,Every THURSDAY,Every Alternative THURSDAY
6528,HEMMANT,AKUNA CT,10,10,Every MONDAY,Every Alternative MONDAY
6529,HEMMANT,ANTON RD,9,144,Every MONDAY,Every Alternative MONDAY
6530,HEMMANT,AQUARIUM AVE,8,95,Every MONDAY,Every Alternative MONDAY
6531,HEMMANT,BARKU CT,9,42,Every MONDAY,Every Alternative MONDAY
6532,HEMMANT,BARR CT,1,6,Every MONDAY,Every Alternative MONDAY
6533,HEMMANT,BOGONG ST,3,51,Every MONDAY,Every Alternative MONDAY
6534,HEMMANT,BOOLARRA ST,12,59,Every MONDAY,Every Alternative MONDAY
6535,HEMMANT,BOONOO ST,3,23,Every MONDAY,Every Alternative MONDAY
6536,HEMMANT,BRAND ST,6,20,Every MONDAY,Every Alternative MONDAY
6537,HEMMANT,BREMEN ST,6,107,Every MONDAY,Every Alternative MONDAY
6538,HEMMANT,BUNYA ST,3,19,Every MONDAY,Every Alternative MONDAY
6539,HEMMANT,BURNBY RD,14,99,Every MONDAY,Every Alternative MONDAY
6540,HEMMANT,BURRINGBAR ST,2,32,Every MONDAY,Every Alternative MONDAY
6541,HEMMANT,CANBERRA ST,11,145,Every MONDAY,Every Alternative MONDAY
6542,HEMMANT,CARLILL LANE,106,106,Every MONDAY,Every Alternative MONDAY
6543,HEMMANT,COBBLER PL,3,17,Every MONDAY,Every Alternative MONDAY
6544,HEMMANT,DOUGHBOY PDE,11,29,Every MONDAY,Every Alternative MONDAY
6545,HEMMANT,EADIE PL,1,23,Every MONDAY,Every Alternative MONDAY
6546,HEMMANT,ELTON ST,7,26,Every MONDAY,Every Alternative MONDAY
6547,HEMMANT,FACIT ST,6,18,Every MONDAY,Every Alternative MONDAY
6548,HEMMANT,FIELD AVE,9,51,Every MONDAY,Every Alternative MONDAY
6549,HEMMANT,FLEMING RD,27,241,Every MONDAY,Every Alternative MONDAY
6550,HEMMANT,FOLEY RD,7,76,Every MONDAY,Every Alternative MONDAY
6551,HEMMANT,FUSCHIA ST,12,46,Every MONDAY,Every Alternative MONDAY
6552,HEMMANT,GARTH ST,15,18,Every MONDAY,Every Alternative MONDAY
6553,HEMMANT,GERANIUM ST,5,5,Every MONDAY,Every Alternative MONDAY
6554,HEMMANT,GLENWOOD PL,1,45,Every MONDAY,Every Alternative MONDAY
6555,HEMMANT,GOSPORT ST,2,140,Every MONDAY,Every Alternative MONDAY
6556,HEMMANT,GROSS AVE,38,115,Every MONDAY,Every Alternative MONDAY
6557,HEMMANT,HEMMANT-TINGALPA RD,1,398,Every MONDAY,Every Alternative MONDAY
6558,HEMMANT,HENRICKS ST,9,47,Every MONDAY,Every Alternative MONDAY
6559,HEMMANT,INGHAMS PL,11,41,Every MONDAY,Every Alternative MONDAY
6560,HEMMANT,KIANAWAH RD,59,299,Every MONDAY,Every Alternative MONDAY
6561,HEMMANT,LINDSAY ST,1,17,Every MONDAY,Every Alternative MONDAY
6562,HEMMANT,LINDUM RD,21,161,Every MONDAY,Every Alternative MONDAY
6563,HEMMANT,LOFTY CT,2,8,Every MONDAY,Every Alternative MONDAY
6564,HEMMANT,LONDOR CL,7,32,Every MONDAY,Every Alternative MONDAY
6565,HEMMANT,LYTTON RD,1191,1517,Every MONDAY,Every Alternative MONDAY
6566,HEMMANT,MACEDON ST,1,50,Every MONDAY,Every Alternative MONDAY
6567,HEMMANT,MARIGOLD ST,1,27,Every MONDAY,Every Alternative MONDAY
6568,HEMMANT,MATLOCK CT,1,10,Every MONDAY,Every Alternative MONDAY
6569,HEMMANT,NEWRYBAR ST,1,36,Every MONDAY,Every Alternative MONDAY
6570,HEMMANT,OAKWOOD CT,3,8,Every MONDAY,Every Alternative MONDAY
6571,HEMMANT,OBERON ESP,2,45,Every MONDAY,Every Alternative MONDAY
6572,HEMMANT,OREGON ST,10,10,Every MONDAY,Every Alternative MONDAY
6573,HEMMANT,OSWALD ST,10,30,Every MONDAY,Every Alternative MONDAY
6574,HEMMANT,PADBURY ST,5,85,Every MONDAY,Every Alternative MONDAY
6575,HEMMANT,PEPLOW ST,6,45,Every MONDAY,Every Alternative MONDAY
6576,HEMMANT,PETAL ST,1,1,Every MONDAY,Every Alternative MONDAY
6577,HEMMANT,PINNIBAR ST,1,67,Every MONDAY,Every Alternative MONDAY
6578,HEMMANT,POPPY ST,27,27,Every MONDAY,Every Alternative MONDAY
6579,HEMMANT,PORTER ST,9,36,Every MONDAY,Every Alternative MONDAY
6580,HEMMANT,RAGNOR RD,6,104,Every MONDAY,Every Alternative MONDAY
6581,HEMMANT,RAMSAY RD,7,35,Every MONDAY,Every Alternative MONDAY
6582,HEMMANT,SAMSON CRES,1,30,Every MONDAY,Every Alternative MONDAY
6583,HEMMANT,SHAW PL,4,13,Every MONDAY,Every Alternative MONDAY
6584,HEMMANT,STATE ST,1,21,Every MONDAY,Every Alternative MONDAY
6585,HEMMANT,TAMBORINE ST,2,42,Every MONDAY,Every Alternative MONDAY
6586,HEMMANT,TAWONGA ST,4,38,Every MONDAY,Every Alternative MONDAY
6587,HEMMANT,VIOLET ST,13,67,Every MONDAY,Every Alternative MONDAY
6588,HEMMANT,WALLFLOWER ST,15,15,Every MONDAY,Every Alternative MONDAY
6589,HEMMANT,WELLS PL,3,12,Every MONDAY,Every Alternative MONDAY
6590,HEMMANT,WYUNA CT,10,47,Every MONDAY,Every Alternative MONDAY
6591,HEMMANT,YOUNGS RD,8,215,Every MONDAY,Every Alternative MONDAY
6592,HENDRA,BEIRNE ST,2,6,Every WEDNESDAY,Every Alternative WEDNESDAY
6593,HENDRA,BEST ST,1,20,Every WEDNESDAY,Every Alternative WEDNESDAY
6594,HENDRA,BLAIKIE ST,6,40,Every WEDNESDAY,Every Alternative WEDNESDAY
6595,HENDRA,BOWLEY ST,3,62,Every WEDNESDAY,Every Alternative WEDNESDAY
6596,HENDRA,BOWMAN ST,6,24,Every WEDNESDAY,Every Alternative WEDNESDAY
6597,HENDRA,BROOK ST,1,38,Every WEDNESDAY,Every Alternative WEDNESDAY
6598,HENDRA,BULLI ST,7,19,Every WEDNESDAY,Every Alternative WEDNESDAY
6599,HENDRA,BURILDA ST,1,78,Every WEDNESDAY,Every Alternative WEDNESDAY
6600,HENDRA,CHERMSIDE ST,3,59,Every WEDNESDAY,Every Alternative WEDNESDAY
6601,HENDRA,CLARKE ST,6,95,Every WEDNESDAY,Every Alternative WEDNESDAY
6602,HENDRA,CONQUEST ST,1,13,Every WEDNESDAY,Every Alternative WEDNESDAY
6603,HENDRA,CORONELLA ST,7,19,Every WEDNESDAY,Every Alternative WEDNESDAY
6604,HENDRA,CRESCENT WAY,11,30,Every WEDNESDAY,Every Alternative WEDNESDAY
6605,HENDRA,DERBY ST,1,58,Every WEDNESDAY,Every Alternative WEDNESDAY
6606,HENDRA,DONCASTER ST,2,31,Every WEDNESDAY,Every Alternative WEDNESDAY
6607,HENDRA,DORA ST,1,22,Every WEDNESDAY,Every Alternative WEDNESDAY
6608,HENDRA,DORAMES ST,1,16,Every WEDNESDAY,Every Alternative WEDNESDAY
6609,HENDRA,FLEMINGTON ST,9,37,Every WEDNESDAY,Every Alternative WEDNESDAY
6610,HENDRA,GADARA ST,12,22,Every WEDNESDAY,Every Alternative WEDNESDAY
6611,HENDRA,GELLIBRAND ST,74,74,Every WEDNESDAY,Every Alternative WEDNESDAY
6612,HENDRA,GENERAL ST,7,51,Every WEDNESDAY,Every Alternative WEDNESDAY
6613,HENDRA,GERLER RD,26,152,Every WEDNESDAY,Every Alternative WEDNESDAY
6614,HENDRA,GOBLE ST,7,41,Every WEDNESDAY,Every Alternative WEDNESDAY
6615,HENDRA,GOLDEN SQ,1,7,Every WEDNESDAY,Every Alternative WEDNESDAY
6616,HENDRA,GOODWOOD ST,3,73,Every WEDNESDAY,Every Alternative WEDNESDAY
